id,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
1025,2015-11-22,shot,knife,47,M,W,Fontana,CA,True,attack,0,False
1027,2015-11-22,shot,gun,45,M,W,Reno,NV,False,attack,0,False
1029,2015-11-22,shot,gun,28,M,H,Denver,CO,False,attack,0,False
1030,2015-11-23,shot,gun,50,M,W,Columbus,OH,False,attack,0,False
1028,2015-11-23,shot and Tasered,knife,49,M,H,Corpus Christi,TX,False,other,0,True
1031,2015-11-24,shot,toy weapon,45,M,W,Columbia Heights,MN,False,other,0,False
1033,2015-11-24,shot,gun,24,M,B,Camden,NJ,False,attack,0,False
1032,2015-11-24,shot and Tasered,toy weapon,32,M,W,Las Vegas,NV,True,attack,1,True
1034,2015-11-25,shot,knife,23,M,W,Springfield,MO,False,attack,0,False
1035,2015-11-25,shot,gun,52,M,W,Eagar,AZ,False,attack,0,False
1046,2015-11-25,shot,gun,37,F,W,Ozark,MO,False,attack,0,False
1104,2015-11-26,shot,unarmed,26,M,W,Chico,CA,False,other,1,True
1039,2015-11-27,shot,gun,58,M,W,Lampe,MO,False,attack,0,False
1040,2015-11-28,shot,baseball bat and fireplace poker,50,M,W,Seagoville,TX,False,other,0,False
1036,2015-11-29,shot,gun,22,M,W,Celina,OH,False,attack,0,False
1037,2015-11-29,shot,gun,53,M,W,Maysville,MO,False,attack,0,False
1038,2015-11-29,shot,gun,69,M,H,Sun City,AZ,True,attack,0,False
1041,2015-11-29,shot,gun,23,M,H,Bakersfield,CA,False,attack,1,False
1044,2015-11-30,shot,gun,18,M,B,Atlanta,GA,False,attack,1,False
1227,2015-11-30,shot,undetermined,31,M,H,Wink,TX,False,other,0,False
1045,2015-12-01,shot,gun,23,M,W,Bangor,ME,False,attack,1,False
1047,2015-12-01,shot,gun,18,M,H,Norwalk,CA,False,attack,0,False
1049,2015-12-02,shot,gun,35,M,H,Denver,CO,False,attack,1,False
1050,2015-12-02,shot,gun,27,F,O,San Bernardino,CA,False,attack,1,False
1051,2015-12-02,shot,gun,28,M,O,San Bernardino,CA,False,attack,1,False
1052,2015-12-02,shot,knife,26,M,B,San Francisco,CA,False,other,0,False
1053,2015-12-02,shot,gun,32,M,H,San Antonio,TX,False,other,0,False
1054,2015-12-02,shot,gun,36,M,H,Deming,NM,False,attack,0,False
1055,2015-12-03,shot,gun,66,M,W,Big Springs,NE,False,attack,0,False
1057,2015-12-04,shot,gun,21,M,B,Mount Washington,PA,False,attack,0,False
1056,2015-12-04,shot and Tasered,metal stick,47,M,W,Mesa,AZ,False,other,0,False
1058,2015-12-05,shot,gun,24,M,W,Irving,TX,False,attack,1,False
1060,2015-12-05,shot,gun,60,M,W,Neenah,WI,False,other,0,False
1061,2015-12-05,shot,gun,61,F,W,St. Louis,MO,True,attack,0,False
1062,2015-12-05,shot,gun,38,M,H,Indio,CA,False,attack,0,False
1059,2015-12-05,shot and Tasered,straight edge razor,51,M,W,Miami,FL,False,other,0,True
1063,2015-12-06,shot,gun,35,M,W,Seattle,WA,False,attack,1,False
1064,2015-12-06,shot,gun,46,M,B,Richmond Heights,OH,True,attack,0,False
1065,2015-12-06,shot,knife,48,M,W,Laramie,WY,True,other,0,False
1067,2015-12-08,shot,unarmed,36,M,B,Yonkers,NY,False,other,1,False
1068,2015-12-08,shot,gun,33,M,B,Cleveland,OH,False,attack,0,False
1069,2015-12-09,shot,gun,66,M,W,Leitchfield,KY,False,attack,0,False
1070,2015-12-09,shot,gun,51,M,W,Pryor,OK,True,attack,0,False
1071,2015-12-10,shot,gun,34,M,W,Indianapolis,IN,False,attack,0,False
1072,2015-12-10,shot,gun,55,M,B,Taylors,SC,False,attack,0,False
1073,2015-12-10,shot,knife,54,M,W,Marina,CA,False,attack,0,False
1074,2015-12-10,shot,gun,37,M,O,Hemet,CA,False,attack,0,False
1075,2015-12-11,shot,unarmed,36,M,W,Tucson,AZ,False,attack,0,False
1076,2015-12-12,shot,knife,25,M,B,Indianapolis,IN,True,attack,0,False
1078,2015-12-12,shot,gun and knife,24,M,B,Chattanooga,TN,False,attack,0,False
1079,2015-12-12,shot,gun,28,M,B,Lynwood,CA,False,attack,0,False
1081,2015-12-12,shot,Taser,36,M,W,Healdton,OK,False,attack,0,False
1082,2015-12-12,shot,gun,20,M,W,East Stroudsburg,PA,True,attack,0,False
1077,2015-12-13,shot,gun,51,F,W,Arlington,TX,True,attack,0,False
1080,2015-12-13,shot,ax,21,M,W,Denton,TX,True,other,0,False
1084,2015-12-13,shot,knife,30,M,O,Thurston County,WA,False,attack,0,False
1089,2015-12-13,shot,gun,32,M,H,Mountain View,CO,False,attack,0,False
1085,2015-12-14,shot,gun,33,M,B,New Orleans,LA,False,attack,0,True
1090,2015-12-14,shot,undetermined,56,M,W,Humboldt,TN,False,undetermined,0,False
1091,2015-12-14,shot,gun,48,F,W,Las Vegas,NV,True,attack,0,False
1092,2015-12-14,shot,knife,39,M,A,Long Beach,CA,False,other,0,False
1093,2015-12-14,shot,unarmed,19,M,H,Gilroy,CA,False,other,0,True
1094,2015-12-14,shot,gun,45,M,H,Las Vegas,NV,False,attack,0,False
1095,2015-12-14,shot,gun,33,M,W,Mount Hope,WV,False,attack,0,False
1088,2015-12-14,shot and Tasered,knife,52,M,W,Middle River,MD,True,other,0,False
1097,2015-12-16,shot,knife,37,M,W,Camarillo,CA,True,attack,0,False
1098,2015-12-17,shot,machete,25,M,W,Kent,OH,True,other,0,False
1099,2015-12-17,shot,gun,24,M,W,Modesto,CA,False,attack,1,False
1100,2015-12-18,shot,gun,22,F,W,Northwood,OH,False,attack,1,False
1102,2015-12-18,shot,toy weapon,58,M,H,Taos,NM,True,attack,0,False
1105,2015-12-19,shot,undetermined,26,M,H,Los Angeles,CA,True,attack,0,False
1106,2015-12-20,shot,gun,30,M,B,Palmdale,CA,False,attack,0,False
1107,2015-12-20,shot,gun,31,M,H,Amarillo,TX,True,attack,0,False
1108,2015-12-21,shot,gun,34,M,H,Hemet,CA,False,attack,0,False
1109,2015-12-21,shot,gun,48,M,B,Douglasville,GA,False,attack,0,False
1110,2015-12-21,shot,unarmed,37,M,B,Breaux Bridge,LA,True,other,0,False
1111,2015-12-21,shot,gun,21,M,W,Canaan Township,PA,True,attack,0,False
1112,2015-12-21,shot,gun,39,M,W,Deltona,FL,False,attack,0,False
1113,2015-12-21,shot,gun,25,M,B,Aurora,CO,False,attack,0,False
1119,2015-12-21,shot,gun,30,M,W,Smartsville,CA,False,attack,0,False
1114,2015-12-22,shot,gun,61,M,O,Ludlow,KY,False,attack,0,True
1115,2015-12-22,shot,gun,56,M,W,Burlington,VT,False,attack,0,True
1116,2015-12-22,shot,undetermined,29,M,W,Brooksville,FL,False,undetermined,1,False
1117,2015-12-22,shot,gun,19,M,H,Albuquerque,NM,False,undetermined,1,True
1118,2015-12-23,shot,unarmed,35,M,B,Dearborn,MI,True,other,0,False
1122,2015-12-24,shot,gun,54,M,O,Pride,LA,True,attack,0,False
1126,2015-12-24,shot,gun,24,M,B,Lansing,MI,False,attack,0,False
1127,2015-12-24,shot,knife,23,M,H,Porterville,CA,False,other,0,False
1125,2015-12-25,shot,knife,31,M,W,Palo Alto,CA,True,attack,0,False
1121,2015-12-26,shot,brick,41,M,W,Phoenix,AZ,True,other,0,False
1124,2015-12-26,shot,baseball bat,19,M,B,Chicago,IL,True,undetermined,0,False
1151,2015-12-26,shot,gun,38,M,H,Homedale,ID,False,attack,0,True
1128,2015-12-27,shot,undetermined,36,M,W,Lucedale,MS,False,undetermined,1,False
1132,2015-12-27,shot,knife,34,M,W,Tempe,AZ,True,other,0,True
1143,2015-12-27,shot,undetermined,52,M,W,Franklin,LA,False,undetermined,0,False
1131,2015-12-28,shot,toy weapon,28,M,W,Suffolk,VA,False,attack,0,True
1133,2015-12-29,shot,knife,50,F,O,Santa Nella,CA,True,other,0,False
1134,2015-12-29,shot,unknown weapon,37,M,A,Rosemead,CA,False,undetermined,0,False
1135,2015-12-30,shot,knife,55,M,H,Fresno,CA,False,attack,0,True
1137,2015-12-31,shot,unarmed,23,M,B,Las Vegas,NV,False,other,0,True
1139,2016-01-01,shot,knife,30,M,W,San Diego,CA,False,other,0,True
1195,2016-01-02,shot,gun,54,M,W,Maryneal,TX,False,attack,1,False
1198,2016-01-02,shot,gun,37,M,W,Sioux Falls,SD,False,attack,0,False
1138,2016-01-02,shot and Tasered,knife,37,M,W,Livingston,MT,False,other,0,False
1140,2016-01-03,shot,gun,30,M,B,Charlotte,NC,False,attack,0,False
1142,2016-01-04,shot,unknown weapon,27,M,B,Ragley,LA,False,undetermined,0,False
1144,2016-01-04,shot,gun,22,M,B,Oklahoma City,OK,False,attack,1,True
1146,2016-01-05,shot,knife,39,M,W,Johnson City,TN,False,other,1,False
1147,2016-01-05,shot,gun,33,M,B,Charlotte,NC,False,attack,0,False
1148,2016-01-05,shot,gun,52,M,W,Redding,CA,True,other,0,False
1149,2016-01-05,shot,hand torch,28,M,H,Ceres,CA,False,other,1,False
1160,2016-01-05,shot and Tasered,knife,54,M,W,Upper Darby,PA,True,other,0,False
1150,2016-01-06,shot,toy weapon,38,M,W,Zion,IL,True,other,1,False
1153,2016-01-06,shot,gun,32,M,H,Carrizozo,NM,True,attack,0,False
1154,2016-01-06,shot,gun,34,M,W,Daviess County,KY,False,attack,0,False
1157,2016-01-08,shot,knife,26,M,W,Geneva,WI,False,other,0,False
1158,2016-01-08,shot,gun,50,M,W,Acworth,GA,True,attack,0,False
1156,2016-01-10,shot,chain saw,37,M,W,Kelso,WA,True,other,0,False
1159,2016-01-10,shot,toy weapon,45,F,W,Rising Sun,MD,True,attack,0,False
1163,2016-01-11,shot,toy weapon,45,M,W,Cincinnati,OH,True,attack,1,False
1164,2016-01-11,shot,gun,32,M,W,Denver,CO,False,other,0,False
1165,2016-01-11,shot,unarmed,12,F,W,Penn Township,PA,False,other,0,False
1166,2016-01-12,shot,knife,49,M,N,Spenard,AK,True,other,0,False
1167,2016-01-12,shot,gun,58,M,W,Norfolk,VA,True,attack,0,False
1183,2016-01-13,shot,gun,29,M,W,Sevierville,TN,False,other,1,True
1197,2016-01-13,shot,gun,60,M,W,Cle Elum,WA,True,attack,0,False
1168,2016-01-14,shot,gun,40,M,W,Hurst,IL,True,attack,0,False
1169,2016-01-14,shot,knife,39,M,H,Santa Clarita,CA,False,other,0,False
1180,2016-01-15,shot,gun,26,M,W,Elkins,WV,False,attack,0,False
1196,2016-01-15,shot,gun,24,M,B,Southfield,MI,False,attack,0,False
1172,2016-01-16,shot,toy weapon,34,M,H,Hollywood Hills,CA,False,other,1,False
1173,2016-01-16,shot,gun,27,M,W,San Antonio,TX,False,attack,1,False
1176,2016-01-16,shot,toy weapon,44,M,W,Beaverton,OR,False,other,0,False
1177,2016-01-16,shot,unarmed,25,F,W,El Cajon,CA,False,other,1,False
1181,2016-01-16,shot,gun,19,M,B,Belle Glade,FL,False,attack,1,False
1170,2016-01-17,shot,gun,52,M,B,St. Louis,MO,False,attack,0,False
1175,2016-01-17,shot,gun,31,M,W,Salt Lake City,UT,False,attack,1,True
1188,2016-01-17,shot,unarmed,26,M,W,Mesa,AZ,False,other,0,True
1171,2016-01-17,shot and Tasered,knife,24,M,H,North Hills,CA,False,other,0,False
1174,2016-01-17,shot and Tasered,gun,38,M,W,Rainbow City,AL,False,other,0,False
1178,2016-01-18,shot,gun,33,M,W,Tucson,AZ,True,attack,0,False
1182,2016-01-18,shot,toy weapon,28,M,W,Orlando,FL,False,other,0,False
1184,2016-01-18,shot,knife,27,M,W,Medford,OR,False,other,1,False
1186,2016-01-18,shot,gun,39,M,W,Phoenix,AZ,True,attack,0,False
1189,2016-01-18,shot,garden tool,29,M,W,Union City,CA,True,other,0,True
1185,2016-01-19,shot,gun,36,M,W,Dallas,TX,False,attack,1,False
1187,2016-01-19,shot,knife,55,M,W,Statesville,NC,True,other,0,False
1190,2016-01-19,shot,gun,28,M,W,Valdosta,GA,True,attack,0,False
1191,2016-01-20,shot,gun,40,M,B,Port Barre,LA,False,attack,0,False
1194,2016-01-20,shot,gun,33,M,W,Meridianville,AL,False,other,1,True
1202,2016-01-20,shot,knife,37,M,W,Kerrville,TX,False,other,1,False
1201,2016-01-21,shot,gun,39,M,B,Eufaula,OK,True,attack,1,False
1200,2016-01-23,shot,toy weapon,43,M,W,Clanton,AL,False,other,0,True
1199,2016-01-25,shot and Tasered,knife,38,M,H,Reno,NV,True,other,0,False
1203,2016-01-26,shot,gun,55,M,W,Burns,OR,False,other,0,False
1204,2016-01-27,shot,gun,52,M,W,Mountain Pine,AR,False,attack,0,False
1205,2016-01-27,shot,gun,32,M,B,Memphis,TN,False,attack,1,True
1206,2016-01-27,shot,gun,31,M,H,Santa Fe,NM,False,attack,0,False
1207,2016-01-27,shot,knife,27,M,W,Latta,SC,False,other,0,False
1208,2016-01-27,shot,toy weapon,40,M,A,Lenoir City,TN,True,other,0,False
1209,2016-01-27,shot,vehicle,31,F,B,Dearborn,MI,True,other,1,False
1210,2016-01-27,shot,gun,30,M,W,Mansfield,TX,False,attack,1,False
1212,2016-01-27,shot,gun,26,M,H,Cobb County,GA,False,attack,1,False
1213,2016-01-28,shot,vehicle,32,F,N,Tacoma,WA,False,other,0,False
1214,2016-01-28,shot,gun,33,M,W,Omaha,NE,True,attack,1,False
1215,2016-01-28,shot,gun,19,M,B,Clackamas County,OR,True,other,0,False
1216,2016-01-29,shot,gun,33,M,B,Lynn,MA,False,attack,1,False
1218,2016-01-29,shot,gun,29,M,B,Irving,TX,False,other,0,False
1226,2016-01-29,shot,vehicle,41,F,W,Phenix City,AL,False,attack,1,False
1221,2016-01-30,shot,gun,29,M,B,Chicago,IL,False,attack,0,False
1222,2016-01-30,shot,scissors,38,M,H,Fort Collins,CO,False,other,0,False
1224,2016-01-30,shot,gun,64,M,H,Rossville,GA,True,attack,0,False
1230,2016-01-30,shot,gun,42,M,W,Sugar Creek,MO,False,attack,1,False
1223,2016-01-31,shot,knife,46,M,H,Immokalee,FL,False,other,0,False
1229,2016-01-31,shot,gun,62,M,O,Newark,CA,True,attack,0,False
1288,2016-01-31,shot,gun,42,M,W,Bakersfield,CA,False,attack,1,False
1220,2016-01-31,shot and Tasered,knife,37,M,B,Wilkinsburg,PA,True,attack,0,False
1225,2016-01-31,shot and Tasered,unarmed,25,M,W,Saginaw,TX,False,attack,0,False
1219,2016-02-01,shot,toy weapon,36,M,B,Washington,DC,False,attack,1,False
1232,2016-02-01,shot,gun,21,M,H,Albuquerque,NM,True,attack,1,True
1231,2016-02-02,shot and Tasered,knife,30,M,W,Rancho Cordova,CA,True,other,0,False
1233,2016-02-03,shot,gun,53,M,W,Schulter,OK,False,attack,0,False
1234,2016-02-03,shot,gun,31,M,H,Ocala,FL,True,attack,0,False
1235,2016-02-03,shot,undetermined,22,M,N,Rosebud,SD,False,attack,0,True
1236,2016-02-04,shot,knife,24,M,W,Mesa,AZ,True,other,0,True
1237,2016-02-04,shot,unarmed,36,M,B,San Antonio,TX,False,other,0,False
1238,2016-02-04,shot,gun,47,M,W,Kansas City,MO,False,attack,1,False
1243,2016-02-04,shot,toy weapon,54,M,W,Perry Township,OH,False,attack,0,False
1250,2016-02-04,shot,gun,43,M,H,El Paso,TX,False,attack,0,False
1246,2016-02-05,shot,gun,30,M,W,Milton,FL,False,other,1,False
1248,2016-02-05,shot,gun,51,M,W,Union Grove,NC,False,attack,1,False
1249,2016-02-05,shot,gun,55,M,W,Seaside,OR,False,attack,0,True
1240,2016-02-06,shot,gun,16,M,H,Los Angeles,CA,False,attack,1,True
1239,2016-02-07,shot,gun,23,M,B,Columbus,OH,False,other,1,False
1241,2016-02-07,shot,gun,36,M,W,Austin,AR,False,other,0,False
1244,2016-02-07,shot,knife,27,M,O,Manchester,NJ,False,other,0,False
1245,2016-02-08,shot,gun,33,M,B,Chester,PA,False,attack,1,False
1247,2016-02-08,shot,unarmed,17,M,B,Austin,TX,False,other,0,False
1251,2016-02-09,shot,unarmed,22,M,H,Anaheim,CA,False,undetermined,0,True
1256,2016-02-09,shot,gun,29,M,O,Hilo,HI,False,attack,0,False
1253,2016-02-10,shot,gun,41,M,W,Louisville,KY,False,attack,0,False
1254,2016-02-10,shot,gun,67,M,W,Abingdon,MD,False,attack,0,False
1255,2016-02-10,shot,gun,36,M,N,Barrow,AK,False,attack,0,False
1257,2016-02-10,shot,knife,52,M,W,Roseville,MN,True,attack,0,True
1260,2016-02-10,shot,gun,56,M,O,Henderson County,TX,True,attack,0,False
1258,2016-02-11,shot,knife,35,M,W,Maiden,NC,True,other,0,False
1261,2016-02-11,shot,ax,45,M,W,Lancaster,CA,False,other,0,False
1263,2016-02-11,shot,machete,30,M,B,Columbus,OH,False,attack,1,False
1262,2016-02-12,shot,gun,29,M,B,Boston,MA,True,attack,0,False
1273,2016-02-12,shot,gun,53,M,W,Fort Worth,TX,False,other,0,False
1276,2016-02-12,shot,gun,32,F,B,Syracuse,NY,True,other,0,False
1266,2016-02-13,shot,gun,22,M,B,Baton Rouge,LA,True,attack,1,True
1270,2016-02-13,shot,unarmed,24,M,B,Beckville,TX,False,other,1,False
1272,2016-02-13,shot,unarmed,19,M,B,Arvonia,VA,False,attack,0,False
1268,2016-02-13,shot and Tasered,gun,29,M,B,Urbandale,IA,False,attack,0,True
1269,2016-02-14,shot,knife,50,M,W,Bradenton,FL,True,other,0,False
1271,2016-02-14,shot,gun,29,M,H,Los Angeles,CA,False,other,0,False
1280,2016-02-14,shot,knife,26,M,W,Van Nuys,CA,False,other,0,False
1274,2016-02-15,shot,undetermined,39,M,W,Yorba Linda,CA,False,undetermined,0,False
1282,2016-02-15,shot,gun,52,M,H,Jal,NM,False,attack,0,False
1275,2016-02-16,shot,knife,51,M,W,Fairfield,CT,True,other,0,False
1279,2016-02-16,shot,gun,30,M,W,Mena,AR,False,other,1,False
1281,2016-02-17,shot,toy weapon,37,M,B,Cincinnati,OH,False,other,1,False
1285,2016-02-18,shot,undetermined,30,M,H,Santa Ana,CA,False,undetermined,0,False
1286,2016-02-18,shot,undetermined,35,M,H,Santa Ana,CA,False,undetermined,0,False
1287,2016-02-18,shot,gun,32,M,H,Reno,TX,False,attack,0,False
1284,2016-02-18,shot and Tasered,undetermined,25,M,W,Commerce,GA,False,other,0,False
1295,2016-02-19,shot,knife,35,M,W,Ogden,UT,True,attack,0,False
1297,2016-02-19,shot,gun,31,M,W,Elizabethton,TN,False,attack,0,False
1291,2016-02-20,shot,gun,30,M,H,Anaheim,CA,False,attack,1,True
1294,2016-02-20,shot,gun,23,M,H,Albuquerque,NM,False,attack,1,False
1296,2016-02-20,shot,gun,41,M,B,Lakewood,WA,False,attack,1,False
1298,2016-02-20,shot,gun,45,M,W,Iuka,MS,True,attack,0,False
1289,2016-02-21,shot,undetermined,46,M,B,Seattle,WA,False,other,0,False
1290,2016-02-21,shot,gun,36,F,N,Phoenix,AZ,True,attack,1,False
1292,2016-02-21,shot,gun,31,F,B,Inglewood,CA,False,other,0,False
1293,2016-02-21,shot,undetermined,32,M,B,Inglewood,CA,False,other,0,False
1305,2016-02-21,shot,gun,38,F,N,Houston,AK,False,attack,0,False
1301,2016-02-22,shot,gun,33,M,H,Denver,CO,False,attack,1,False
1302,2016-02-22,shot,knife,45,M,W,Bakersfield,CA,False,attack,0,False
1304,2016-02-22,shot,toy weapon,22,M,W,Fairborn,OH,False,other,0,False
1309,2016-02-23,shot,gun,36,M,H,Ripon,CA,False,other,1,False
1317,2016-02-23,shot,gun,26,M,W,Phoenix,AZ,True,attack,0,False
1310,2016-02-23,shot and Tasered,machete,39,M,H,Houston,TX,True,attack,0,False
1307,2016-02-24,shot,knife,16,M,W,Blue Springs,MO,True,other,0,False
1313,2016-02-24,shot,gun,58,M,W,Bailey,CO,True,attack,0,False
1318,2016-02-24,shot,unarmed,21,M,B,East Troy,WI,False,other,1,False
1312,2016-02-25,shot,gun,37,M,W,Evans,CO,False,attack,1,True
1315,2016-02-25,shot,pole,56,M,B,Montgomery,AL,False,undetermined,0,True
1320,2016-02-25,shot,gun,38,M,B,Hesston,KS,True,attack,0,False
1322,2016-02-26,shot,toy weapon,18,M,B,Roanoke,VA,True,other,0,False
1324,2016-02-26,shot,unarmed,35,M,W,Rapid Valley,SD,False,attack,0,False
1325,2016-02-27,shot,gun,23,M,H,San Antonio,TX,False,attack,1,True
1321,2016-02-28,shot,gun,41,M,W,Ashville,AL,False,attack,0,False
1323,2016-02-28,shot,gun,44,M,W,Rapid City,SD,True,attack,0,False
1327,2016-02-29,shot,gun,24,M,B,Raleigh,NC,False,attack,1,False
1328,2016-03-01,shot,gun,39,M,H,Palm Bay,FL,True,attack,0,False
1329,2016-03-01,shot,gun,22,M,H,Euless,TX,True,attack,0,False
1330,2016-03-01,shot,gun,37,M,W,Gautier,MS,False,attack,0,False
1331,2016-03-02,shot,unarmed,36,M,W,Bel Air,MD,True,other,0,False
1341,2016-03-02,shot and Tasered,knife,41,M,W,Johnstown,PA,False,other,0,False
1335,2016-03-03,shot,knife,27,M,H,Gilbert,AZ,False,other,1,False
1342,2016-03-04,shot,unarmed,30,M,W,East Bernstadt,KY,False,undetermined,0,False
1334,2016-03-05,shot,gun,34,M,W,Cheektowaga,NY,True,attack,0,False
1336,2016-03-05,shot,gun,22,M,W,Beaumont,TX,True,other,0,False
1332,2016-03-06,shot,gun,51,M,W,Azle,TX,True,attack,0,False
1333,2016-03-06,shot,unarmed,42,M,W,Bismarck,ND,False,other,1,False
1340,2016-03-06,shot,gun,41,M,H,South Gate,CA,False,attack,1,False
1339,2016-03-07,shot,gun,49,M,W,Rochester,NY,True,attack,0,False
1343,2016-03-07,shot,knife,45,M,H,San Jose,CA,False,other,0,False
1344,2016-03-07,shot,undetermined,45,M,W,Topeka,KS,False,undetermined,0,False
1345,2016-03-07,shot,gun,42,M,W,Billings,MT,False,attack,0,False
1347,2016-03-08,shot,toy weapon,27,M,W,Tampa,FL,True,attack,0,False
1349,2016-03-10,shot,toy weapon,37,M,W,Biloxi,MS,False,other,0,False
1351,2016-03-10,shot,toy weapon,22,M,B,Reno,NV,True,attack,1,False
1352,2016-03-10,shot,gun,21,M,H,Long Beach,CA,False,other,1,False
1353,2016-03-10,shot,gun,50,M,W,Odessa,TX,True,attack,0,False
1350,2016-03-11,shot,gun,25,M,B,Norfolk,VA,False,attack,0,True
1355,2016-03-11,shot,gun,51,M,W,Rosalia,KS,True,attack,0,True
1375,2016-03-11,shot,knife,46,M,W,Clinton,IL,True,other,0,False
1515,2016-03-11,shot,gun,23,M,H,Newark,CA,False,attack,1,False
1476,2016-03-12,shot,gun,43,M,W,Greensboro,NC,True,attack,0,True
1357,2016-03-12,shot and Tasered,unarmed,37,M,B,Houston,TX,False,other,1,False
1365,2016-03-12,shot and Tasered,Taser,20,M,B,Houston,TX,False,attack,0,False
1358,2016-03-13,shot,unarmed,16,M,H,Addison,TX,False,undetermined,1,False
1359,2016-03-13,shot,unarmed,30,M,W,Lenoir City,TN,False,other,1,True
1360,2016-03-13,shot,gun,26,M,W,Piedmont,AL,False,attack,1,False
1361,2016-03-13,shot,gun,24,M,B,Chester,PA,False,attack,0,False
1362,2016-03-13,shot,hammer,38,F,W,Vancouver,WA,True,attack,0,False
1379,2016-03-13,shot,gun,28,M,B,Landover,MD,False,other,0,False
1364,2016-03-14,shot,gun,29,M,B,Chicago,IL,False,attack,1,False
1366,2016-03-15,shot,gun,34,M,W,Russellville,KY,False,other,1,False
1369,2016-03-15,shot,knife,38,M,W,Evansville,IN,False,other,1,True
1371,2016-03-15,shot,gun,43,M,W,Fort Worth,TX,False,other,1,True
1367,2016-03-16,shot,unarmed,23,M,H,Florence,CA,True,other,0,False
1368,2016-03-16,shot,gun,33,M,H,San Antonio,TX,True,attack,0,False
1374,2016-03-16,shot,gun,40,M,W,Anson County,NC,True,attack,0,False
1370,2016-03-17,shot,gun,38,M,A,Burnsville,MN,True,other,0,True
1372,2016-03-17,shot,gun,53,M,A,Tampa,FL,False,attack,0,False
1377,2016-03-17,shot,gun,30,M,B,Houston,TX,False,attack,0,False
1386,2016-03-18,shot,gun,49,M,O,Byron,CA,True,attack,0,False
1401,2016-03-18,shot,gun,60,M,W,Idaho Falls,ID,False,other,0,False
1382,2016-03-19,shot,toy weapon,25,F,B,Norfolk,VA,False,attack,0,False
1387,2016-03-19,shot,undetermined,24,M,W,Covington,LA,False,undetermined,1,False
1388,2016-03-19,shot,gun,21,M,B,Chicago,IL,False,attack,1,False
1392,2016-03-19,shot,gun,23,M,W,White Plains,KY,False,attack,1,False
1380,2016-03-20,shot,knife,61,M,W,Hopewell,VA,True,other,0,True
1391,2016-03-20,shot,gun,54,M,W,Fort Littleton,PA,False,attack,1,False
1393,2016-03-20,shot,gun,62,M,H,Fort Wayne,IN,False,attack,1,False
1394,2016-03-20,shot,toy weapon,16,M,B,Gainesville,FL,True,other,0,False
1396,2016-03-21,shot,toy weapon,25,M,W,Stamford,CT,True,attack,0,False
1397,2016-03-21,shot,gun,28,M,W,South Greensburg,PA,True,attack,1,False
1395,2016-03-21,shot and Tasered,knife,76,M,W,Burlington,VT,True,other,0,True
1398,2016-03-22,shot,pick-axe,25,M,H,Miami,FL,True,other,0,False
1400,2016-03-23,shot,gun,51,M,W,Thornton,CO,False,attack,0,False
1402,2016-03-23,shot,gun,34,M,H,Fresno,CA,False,attack,1,True
1403,2016-03-23,shot,gun,30,M,B,Raleigh,TN,True,attack,0,False
1404,2016-03-24,shot,knife,44,M,W,Braintree,MA,False,other,1,False
1405,2016-03-24,shot,toy weapon,24,M,B,Pawtucket,RI,False,attack,1,False
1406,2016-03-24,shot,gun,29,M,W,Redlands,CA,False,attack,0,False
1407,2016-03-24,shot,gun and knife,48,M,H,Pueblo,CO,False,other,0,True
1408,2016-03-24,shot,gun,19,M,H,Pueblo of Laguna,NM,False,attack,0,True
1415,2016-03-24,shot,gun,22,M,B,Blue Springs,MO,False,attack,0,False
1412,2016-03-26,shot,meat cleaver,39,M,H,Lowell,MA,True,other,0,False
1413,2016-03-26,shot,gun,36,M,W,Grundy,VA,True,other,0,False
1414,2016-03-26,shot,gun,55,M,W,Myrtle Beach,SC,False,attack,0,True
1416,2016-03-26,shot,gun,46,M,W,Tampa,FL,True,attack,0,False
1410,2016-03-27,shot,knife,34,M,W,Lee's Summit,MO,True,other,0,False
1411,2016-03-27,shot,scissors,27,F,N,Winslow,AZ,True,other,0,True
1417,2016-03-27,shot,gun,33,M,W,Roswell,NM,True,attack,0,True
1418,2016-03-27,shot,gun,18,M,B,Kinston,NC,False,other,0,False
1419,2016-03-27,shot,gun,33,M,W,Splendora,TX,True,attack,0,False
1421,2016-03-29,shot,gun,51,M,W,Piedmont,SC,True,attack,0,False
1422,2016-03-29,shot,gun,50,F,W,Aitkin,MN,True,attack,0,False
1420,2016-03-29,shot and Tasered,flashlight,46,M,W,Clearlake Park,CA,False,attack,0,True
1423,2016-03-30,shot,gun,33,M,W,Los Angeles,CA,False,attack,1,False
1436,2016-03-30,shot,gun,25,M,H,Glendale,AZ,False,undetermined,0,False
1514,2016-03-30,shot,gun,52,M,W,Jackson,GA,False,attack,0,False
1424,2016-03-31,shot,gun,18,M,B,Baltimore,MD,False,attack,0,False
1425,2016-03-31,shot,gun,43,M,B,Baltimore,MD,False,attack,0,False
1426,2016-03-31,shot,gun,34,M,B,Richmond,VA,False,attack,0,False
1846,2016-03-31,shot,gun,31,M,B,Las Vegas,NV,False,attack,1,True
1427,2016-04-01,shot,shovel,65,M,H,Lockhart,TX,True,undetermined,0,False
1435,2016-04-01,shot,gun,37,M,H,Odessa,TX,False,attack,0,False
1432,2016-04-02,shot,gun,30,M,B,Indianapolis,IN,False,attack,0,False
